time (ps),Lx,Ly,Lz
3.812,13.83959857,17.732584,14.76946391
3.814,13.8422941,17.73380205,14.76742475
3.816,13.84473578,17.73506091,14.76534873
3.818,13.84713084,17.7366365,14.76298396
3.82,13.84942332,17.73787826,14.76060628
3.822,13.85185934,17.73948377,14.7580196
3.824,13.85416274,17.74105379,14.7553839
3.826,13.85640835,17.74266885,14.75299632
3.828,13.85887914,17.7440489,14.75052382
3.83,13.86150831,17.74558485,14.7483657
3.832,13.864096,17.74704443,14.7460514
3.834,13.86658861,17.74851001,14.74394963
3.836,13.86887945,17.7500609,14.74182684
3.838,13.87114531,17.75162978,14.73945263
3.84,13.87324287,17.75316456,14.7370272
3.842,13.8754174,17.75479766,14.73433659
3.844,13.87732735,17.75657001,14.73218387
3.846,13.87944438,17.75824824,14.73011142
3.848,13.88171723,17.76003157,14.72794677
3.85,13.88385569,17.76176013,14.72565367
3.852,13.88575987,17.76370332,14.72358789
3.854,13.88750041,17.76572146,14.72157802
3.856,13.8891203,17.7679977,14.71987752
3.858,13.89044341,17.77047702,14.71833111
3.86,13.89129285,17.77266531,14.71685388
3.862,13.89216972,17.7749382,14.71537659
3.864,13.89310519,17.77698928,14.71405401
3.866,13.89413368,17.7782801,14.7128969
3.868,13.89516185,17.77937933,14.71221517
3.87,13.89606547,17.7809267,14.71139454
3.872,13.89694319,17.78222694,14.71040582
3.874,13.89786597,17.78371752,14.7099853
3.876,13.89870142,17.78520187,14.7098342
3.878,13.89936024,17.7864292,14.71003453
3.88,13.89991798,17.78753727,14.71054871
3.882,13.90044085,17.78843523,14.71104965
3.884,13.90066671,17.78896069,14.71171034
3.886,13.90135477,17.78910213,14.71212413
3.888,13.9019112,17.78895553,14.71280852
3.89,13.90222636,17.78861252,14.71399281
3.892,13.90267369,17.78808889,14.71523603
3.894,13.90312911,17.78727877,14.7166656
3.896,13.90358156,17.78617693,14.71814221
3.898,13.9038983,17.78506143,14.71967824
3.9,13.90431157,17.78397855,14.72123456
3.902,13.90476814,17.78264629,14.72289011
3.904,13.90550465,17.78141013,14.72499326
3.906,13.90616471,17.78015298,14.72710824
3.908,13.90675433,17.77901649,14.72976591
3.91,13.90707926,17.77798119,14.73249096
3.912,13.90712197,17.77689033,14.73504371
3.914,13.90707067,17.77587285,14.73761422
3.916,13.90694376,17.77482328,14.74050052
3.918,13.90699309,17.77360929,14.74312219
3.92,13.90698859,17.77245058,14.7461993
3.922,13.90692664,17.77121971,14.74937365
3.924,13.90668477,17.77048182,14.75258144
3.926,13.90669087,17.76994115,14.75581632
3.928,13.90678073,17.76909566,14.75928636
3.93,13.90669655,17.76792703,14.76285791
3.932,13.90675907,17.76647765,14.7665365
3.934,13.90652511,17.76509829,14.77029554
3.936,13.90626261,17.76380127,14.77395898
3.938,13.90584888,17.76279733,14.77797418
3.94,13.90548961,17.76162133,14.78180655
3.942,13.9048427,17.76051116,14.78558628
3.944,13.90407389,17.75958876,14.78939946
3.946,13.90333234,17.75872278,14.79298141
3.948,13.90281159,17.75779373,14.79646142
3.95,13.90248323,17.75685575,14.79987743
3.952,13.90227602,17.75617344,14.80330869
3.954,13.90181222,17.75555692,14.80680843
3.956,13.90128381,17.75451321,14.81010434
3.958,13.90050383,17.7530981,14.81305598
3.96,13.89949244,17.75146487,14.81555768
3.962,13.89829061,17.74959618,14.81816279
3.964,13.89700487,17.74784172,14.82068643
3.966,13.89591246,17.74581706,14.82282654
3.968,13.89479077,17.74401783,14.82495728
3.97,13.89379182,17.74242838,14.82667589
3.972,13.89298521,17.74063247,14.82852528
3.974,13.89193827,17.73903355,14.83040532
3.976,13.89072687,17.73732206,14.83227917
3.978,13.88990017,17.73556761,14.83406526
3.98,13.88928226,17.73362367,14.83580867
3.982,13.88878275,17.73130905,14.83740255
3.984,13.8880034,17.72895865,14.83895237
3.986,13.88736345,17.72673361,14.84034918
3.988,13.88681061,17.72399092,14.84174831
3.99,13.88585997,17.72152388,14.84304719
3.992,13.88492412,17.71937951,14.84398919
3.994,13.8838557,17.71706827,14.84481422
3.996,13.88300509,17.7146673,14.84536881
3.998,13.88190408,17.71235179,14.84605823
4,13.88076104,17.70975559,14.84662736
